vin,car_make,car_year,car_color,value,state
TRURD38J881351938,Infiniti,2011,Turquoise,65655.66,District of Columbia
5N1AA0NC2DN743218,Volkswagen,1997,Teal,68476.16,Texas
SALAB2V63FA095883,Geo,1995,Yellow,47180.30,Texas
WBAKG7C51CE495608,Cadillac,2010,Orange,43311.06,California
1FTEW1CM8BK184309,Shelby,1968,Blue,33315.34,Wisconsin
WBAUC7C54AV529350,Toyota,2006,Red,57803.16,New York
1GYS3HEF2BR520950,Jeep,2008,Violet,25339.77,Texas
2LMDJ6JK5CB179771,Buick,2007,Violet,48778.95,Minnesota
JH4CW2H51CC125825,Ford,2008,Blue,58098.67,Alaska
WAUMGAFL8DA740364,Audi,2000,Turquoise,56154.88,Utah
WVGAV3AX3EW144614,Hummer,1995,Blue,21312.15,Louisiana
KNDJT2A11A7345254,Oldsmobile,1993,Pink,39504.55,New York
1G6EL12Y42B842839,Dodge,2000,Aquamarine,26183.83,Oklahoma
ZHWGU5BZ5DL367757,Porsche,2005,Maroon,23265.20,Florida
1D7RW3BK5AS031908,Chevrolet,2000,Purple,45551.55,Nebraska
3C6TD5FT2CG767162,Volvo,1997,Orange,38367.93,Georgia
KL4CJBSB7EB142355,Honda,2008,Fuscia,21595.55,California
3VW517AT0EM719965,Plymouth,1976,Mauv,42019.00,Texas
WVGEP9BP1FD324135,Jaguar,2008,Fuscia,44242.96,South Carolina
5N1AA0NC1EN763638,Mercedes-Benz,1991,Turquoise,60946.27,New York
3N1AB7AP4FY339736,Buick,2011,Maroon,54018.74,Texas
3GYEK62N75G837241,Mercedes-Benz,1992,Green,62223.26,Colorado
WBANV13509B445812,Lincoln,2008,Maroon,67207.41,Pennsylvania
JM1NC2MF7E0822292,Isuzu,1998,Yellow,52630.53,Washington
WAUKG68E25A549348,Chevrolet,2006,Teal,42993.86,Florida
1N6AA0CC1BN176744,Chevrolet,1993,Goldenrod,77696.76,Iowa
1FTSX2A57AE158962,Porsche,2001,Pink,65586.57,New Hampshire
WDDEJ7GBXBA553549,Nissan,2008,Purple,66586.20,Mississippi
5UXZW0C55C0895386,Buick,1996,Red,55609.05,Florida
JH4CL95927C241419,Lincoln,2010,Blue,46261.10,California
3TMJU4GN9AM855327,Pontiac,1995,Crimson,30105.13,District of Columbia
3LN6L2G90DR870088,Toyota,1999,Orange,73533.71,Florida
W04GY5GV9B1757377,Toyota,2010,Maroon,62176.61,Florida
1N6AD0CW5EN535762,Subaru,2011,Khaki,58748.73,Texas
WA1UFAFL6DA269119,Ford,1986,Teal,49690.92,Florida
1G4HG5EM9AU828173,Cadillac,2005,Green,55160.67,Kentucky
WBANW5C59AC455791,Chevrolet,2008,Puce,69004.43,North Carolina
2C3CCAFJ8CH697643,Suzuki,1992,Pink,65723.66,Texas
WAUVC58EX4A891907,Infiniti,1995,Blue,65568.54,Louisiana
JTHBP5C2XB5280190,Dodge,1992,Teal,74328.29,Arizona
WBAKE3C5XCE212346,Honda,2004,Green,56816.71,Ohio
1GYFC43539R978785,Nissan,2004,Purple,22647.27,Kansas
2C4RDGBG6FR275238,Mitsubishi,2008,Mauv,26960.99,California
2V4RW3DG0BR262646,Volkswagen,2009,Blue,38051.99,California
1FTEX1CM9DF815559,Lincoln,1989,Blue,57735.00,District of Columbia
1G6AB5SA3F0931380,Mazda,2004,Red,23713.19,Texas
JM1CR2W31A0453576,Nissan,2009,Aquamarine,45984.91,Connecticut
JN1CV6EK4AM321497,Dodge,2007,Puce,74814.89,Georgia
WA1CGAFP8EA251685,Oldsmobile,1996,Khaki,68055.95,California
5N1AZ2MH2FN703046,Dodge,2011,Fuscia,21666.18,Virginia
3VW467AT2DM266251,Chrysler,2009,Green,51180.39,California
SCBLF34F45C591096,Land Rover,1994,Mauv,27010.40,New Jersey
1GD312CG9DF983645,Dodge,1992,Mauv,54611.85,Ohio
SCFEFBAC9AG893353,Mercedes-Benz,2008,Fuscia,54392.19,Texas
1FTEX1CM3BK140490,Toyota,2007,Maroon,39074.34,Texas
WAULFAFH1BN270467,Nissan,1979,Mauv,71050.03,California
WBAUT9C56AA042380,Buick,1988,Teal,69943.89,New York
1N6AF0KY2EN006010,Oldsmobile,1999,Orange,59225.10,Georgia
5FPYK1F22AB634271,Chevrolet,2012,Fuscia,49977.25,Virginia
3D7JV1EP7AG359477,Subaru,1996,Indigo,46506.17,Utah
WAUBH78E07A047833,Ford,2009,Indigo,76617.48,Florida
TRUSX28N911359803,BMW,2008,Khaki,66842.98,California
WBA3C3C51DF036325,Mazda,2010,Maroon,49184.56,Florida
1FTEW1CW4AK500076,GMC,2000,Puce,36680.98,Missouri
SCFEDCAD2AG736879,Nissan,2012,Turquoise,61509.54,Michigan
1G4PP5SK2E4112784,Isuzu,1998,Turquoise,38280.67,Wisconsin
2G4G15GV0B9825096,Kia,1997,Violet,63467.38,Minnesota
1GYFK438X8R972042,Lexus,2010,Violet,34780.30,Georgia
WAUAFAFH8AN092644,Pontiac,1993,Puce,24190.00,Colorado
WBAEH73415B151475,Kia,2006,Pink,68392.50,California
2C4RDGDG4FR005440,Mitsubishi,1986,Red,45101.74,New York
JN8AE2KP7F9978712,Ford,1965,Mauv,60831.72,Tennessee
WAUSF78K19N437203,Ford,2005,Mauv,45870.77,Louisiana
5J8TB3H59GL140261,Mercedes-Benz,2000,Aquamarine,50385.15,Virginia
JM3TB2MA5A0758575,Volkswagen,1988,Violet,39199.96,Georgia
WAUXU64B82N373419,Pontiac,1995,Yellow,51629.46,Alabama
1HGCP2E48AA589232,Mercury,2005,Red,42088.58,Wisconsin
3GYFNAE37CS931154,Hyundai,2005,Violet,72995.59,Texas
KMHCM3AC4BU565337,Land Rover,2011,Goldenrod,66524.39,Georgia
YV4902DZ1D2322147,Lincoln,2009,Maroon,53933.81,Alaska
WDDPK4HA5FF947933,Mitsubishi,2007,Violet,50063.52,New York
3D73M4CL0AG437840,Ford,2005,Aquamarine,71842.42,Texas
WAUSH74F48N783389,Buick,1994,Purple,41869.37,Connecticut
JH4CU2F61BC886273,Acura,1995,Turquoise,77476.36,Delaware
WAUSF78E77A340604,Volkswagen,2007,Khaki,52517.99,Texas
3GYFNFEY2BS033536,Hyundai,2005,Blue,42379.93,Pennsylvania
WBABW33475P658904,Lexus,1990,Yellow,44714.59,Ohio
KMHTC6AD4CU400760,Audi,2012,Khaki,77712.00,West Virginia
1G6DG8E52D0158140,Ford,2006,Fuscia,37426.24,Texas
1G4HD5EM1AU241684,Chevrolet,1970,Yellow,42908.51,Florida
WP1AA2A26EL030716,Ford,2007,Goldenrod,41109.29,Florida
WBA3N7C57EK726297,Ford,1989,Violet,28171.39,New York
WAUAF48H27K128028,Jaguar,2004,Maroon,30883.69,Virginia
WAUAVAFDXCN315592,Chevrolet,2001,Aquamarine,42747.17,California
1G6DC8E31E0606458,GMC,1992,Khaki,73556.28,Nevada
2C3CA4CD6AH199699,Oldsmobile,1994,Purple,43357.50,Kentucky
JN8AS5MTXDW389477,Mercedes-Benz,2000,Indigo,27497.03,Ohio
WUARL48H27K507404,Lexus,2005,Aquamarine,75181.09,Washington
5N1AN0NUXAC409751,Chevrolet,1998,Puce,39767.24,California
2C3CCAFJ6CH104555,Lotus,2008,Mauv,23843.39,New York
1G6DP8E32C0971345,Buick,2005,Mauv,79833.50,California
5UMDU93527L254394,Dodge,1968,Fuscia,72299.27,Illinois
WAUDF78E67A576928,GMC,2001,Turquoise,58819.08,Georgia
1C4RDHEG5DC401516,Chevrolet,1994,Turquoise,42336.98,Arkansas
WAUPEAFM0DA311473,Lincoln,1996,Khaki,69213.39,Tennessee
1GYS4HEF5DR539007,Maserati,2005,Teal,26670.12,New York
5NPDH4AEXFH269453,Nissan,1998,Puce,73918.60,Mississippi
WBADT53402C525191,Dodge,2010,Mauv,27965.08,Ohio
ZHWGU5BR9EL641186,Honda,2010,Teal,75343.61,Montana
JH4CU2F63AC112346,Nissan,2008,Turquoise,79213.89,Nevada
1GYUKHEF8AR581505,Buick,1997,Blue,62019.14,New York
1ZVBP8JS2C5595862,Suzuki,1993,Indigo,71148.67,California
JN8AZ2KR3AT251844,Chrysler,1993,Blue,29636.12,Louisiana
1FTEX1C82AF082706,Aston Martin,2006,Pink,78064.55,Florida
1GYFK43539R919304,Dodge,1994,Violet,57317.20,California
NM0KS6AN1AT873320,Chevrolet,1998,Puce,25987.18,Alabama
2T1KE4EEXDC069098,Audi,2008,Pink,59067.73,Texas
JH4CL95854C114599,Mercury,1995,Mauv,52736.21,New Mexico
1N6AF0KY9FN734134,Mazda,2002,Turquoise,60958.35,Connecticut
1GYS4BEF5CR283141,Dodge,2001,Green,75136.08,Missouri
1G6DK5E35D0519081,Lexus,1991,Turquoise,70702.85,Pennsylvania
3GYEK62N66G874010,Chevrolet,2010,Pink,37377.24,California
5GAEV23728J772051,Acura,1989,Goldenrod,78535.18,Colorado
1C4SDJCT7CC565082,Toyota,2011,Khaki,55175.78,Florida
3D73Y3HL0BG333101,Kia,2012,Goldenrod,60004.84,Texas
1G6DJ577590499103,Audi,2009,Blue,56245.54,Kansas
WBANA53545C033979,Ford,2008,Purple,36423.88,Georgia
3D7JB1EP3AG135681,Mazda,2004,Orange,37445.64,Georgia
WAU2GAFC2CN987474,Ford,1993,Violet,70548.70,Nebraska
WAU4FAFRXAA473375,Ford,1999,Crimson,41301.38,District of Columbia
WA1DVBFE7AD669565,Mercury,2006,Crimson,42781.12,Georgia
3C3CFFCR1FT922902,Lotus,1986,Goldenrod,66084.94,Ohio
JM1CR2W34A0774138,Toyota,2010,Aquamarine,40589.78,Indiana
WAUHF78P48A140423,Mercury,1993,Violet,49156.86,New York
WAUAH78E77A798147,Dodge,2002,Green,73500.08,California
JHMZF1D44DS373642,Cadillac,2004,Indigo,57724.35,Florida
WA1CMAFE0ED223854,Ford,2007,Purple,34609.50,Georgia
WA1LFBFP8CA318002,BMW,1999,Green,36163.14,Washington
1G6KD57907U525743,Dodge,2008,Maroon,25096.35,West Virginia
WAUGGBFCXCN939488,GMC,1995,Indigo,61615.12,Michigan
WBAUN1C51BV931738,GMC,1998,Purple,29462.61,Minnesota
KL4CJDSB1FB739420,Toyota,2011,Red,78037.71,South Carolina
1GTN1UEH4FZ178104,Jeep,1999,Purple,72403.82,District of Columbia
WVWAA7AH4AV358317,Mitsubishi,1989,Yellow,53806.77,District of Columbia
JN8CS1MU7EM011284,Pontiac,1988,Violet,68111.87,Indiana
3VWML7AJ8EM411074,Honda,1997,Indigo,35610.79,New York
WAUML54D41N480242,Chevrolet,2006,Khaki,32914.95,Kansas
1D4RD5GG7BC756344,Aston Martin,2010,Crimson,21087.81,Pennsylvania
JN1AZ4EH2FM975085,Lincoln,2006,Crimson,50314.00,New York
SCBBR93WX7C231485,Subaru,2000,Khaki,29519.54,California
1G4PP5SK5C4893717,Subaru,2010,Orange,24464.44,Florida
1N6BF0KL1FN611372,Nissan,2008,Khaki,37502.13,North Carolina
WP0AB2A86CS948734,Oldsmobile,1992,Mauv,61676.82,Florida
1G6DW677250193560,Volkswagen,2009,Khaki,52383.43,North Carolina
JH4NA12604T424534,Kia,2001,Puce,51827.70,Louisiana
JM1NC2NF9E0408400,Chrysler,2007,Goldenrod,69685.04,Michigan
WAUGL78E77A985378,Nissan,2006,Indigo,50632.78,Virginia
WAUMF68P46A942976,Toyota,2002,Puce,66202.39,North Carolina
3D7TT2CT7BG367309,Ferrari,2006,Purple,68411.15,New York
WBAVS13537F493321,Cadillac,2006,Turquoise,71136.63,Florida
JH4CU26669C899837,Audi,1995,Red,39841.29,California
1G6DE8EY4B0805876,Lexus,2008,Violet,57585.90,California
SALVN2BGXDH312243,Pontiac,1970,Turquoise,74356.62,Arizona
YV4902DZ1D2388729,Infiniti,2012,Khaki,22445.69,Florida
ML32A3HJ2EH938033,BMW,2003,Puce,67775.96,California
5XYKT3A14CG955780,Chevrolet,2005,Mauv,52811.04,California
WDDGF4HB6DF035774,Toyota,2008,Orange,31266.73,Virginia
ZFF75VFA0F0505866,Toyota,2007,Maroon,23833.02,Oklahoma
KMHGC4DD8CU688686,Subaru,1987,Khaki,58114.40,Indiana
3G5DB03E03S833837,Isuzu,2002,Blue,79180.00,Pennsylvania
WBAXG5C58CD132576,Ford,2011,Red,62051.48,District of Columbia
WAUDH48HX8K550122,Pontiac,1965,Violet,73345.98,Nebraska
3C3CFFCR5ET061531,Lincoln,2013,Crimson,42163.21,Illinois
WBAFR1C58BD254996,Volkswagen,1965,Violet,75758.60,Colorado
1G4GF5G33EF283293,Isuzu,1999,Yellow,34720.01,Florida
WAUGGBFC3DN450030,Ford,1994,Blue,75864.36,Maryland
SALVE2BG2FH070518,Acura,2007,Teal,60319.77,Texas
1G6DP5E31C0672752,Mazda,1984,Turquoise,39700.65,Florida
WAUDG74F79N328680,Buick,1989,Green,59565.71,California
1GYS4KEFXBR398087,Plymouth,1994,Green,67729.97,Colorado
WA1DVAFE9AD022143,Pontiac,1982,Maroon,66402.00,Texas
5TDBY5G1XFS505336,Ford,1993,Crimson,23651.91,Florida
WA1VGAFP9FA703119,Infiniti,1997,Goldenrod,57281.21,California
JTHFF2C24D2468050,Cadillac,1996,Yellow,52859.08,Kentucky
1GD312CG1CF249631,Dodge,2006,Aquamarine,48486.54,Texas
5GADX33LX5D622157,Dodge,1999,Goldenrod,54297.16,Texas
1G6DL5EG8A0075108,Mercury,1988,Yellow,59202.31,Georgia
SCBZU25E41C584806,Rolls-Royce,2013,Orange,78781.61,Texas
JN1BJ0HR8FM704590,Jeep,2009,Fuscia,40047.01,Connecticut
1G6DH5EG6A0294327,Pontiac,1967,Crimson,28809.64,Georgia
1FMEU7EE0AU069426,Chevrolet,2010,Pink,71584.75,Missouri
WVGFG9BP5BD370842,Lincoln,2001,Blue,70785.36,Texas
WAUEH48H77K934961,Porsche,1984,Crimson,39388.69,California
1G6DN56S350508059,Volkswagen,2002,Indigo,63091.44,New York
1G6DS8E34C0651782,Scion,2011,Teal,49944.67,Alabama
3D73M4CL2BG539867,Subaru,2005,Puce,42384.63,Ohio
3GYFNGE36CS477871,Subaru,2004,Maroon,58805.06,Washington
1C4SDHCT5DC954622,Volkswagen,1993,Goldenrod,34943.33,Texas
1C3CDZAB3EN415110,Volkswagen,2007,Green,51112.15,California
WUAAU34209N636104,Buick,2005,Teal,79201.30,Alabama
2C3CDXL98FH035088,Nissan,1991,Khaki,41850.99,Oklahoma
1C4RDHDG2FC178193,Mazda,2009,Pink,58130.00,North Carolina
WVGAK7A97AD699170,Saab,1999,Blue,38354.78,Florida
WAUKFAFL9EA976467,BMW,2002,Yellow,55546.04,Virginia
1G6DL8EY3B0269279,Mitsubishi,1985,Turquoise,26453.30,Indiana
WAUGGBFC3DN945702,Infiniti,2007,Crimson,41043.38,California
JM1NC2NFXE0196297,Saturn,2004,Khaki,69229.90,West Virginia
1G6DV8EP2D0364341,Suzuki,2001,Indigo,75718.57,Virginia
YV4952CT2D1627208,Maybach,2003,Blue,40172.18,Alabama
WP0AB2A82FK118837,Chevrolet,2003,Turquoise,61868.90,Texas
WBA5B1C58ED287517,Kia,2008,Indigo,67898.57,New York
WA1YD64B75N835944,Lexus,1995,Mauv,74656.55,Texas
JN1AJ0HP9BM238253,Infiniti,1992,Puce,20626.89,Arizona
WBAWC33517P763251,Mazda,2005,Yellow,44075.55,California
2C3CDXCT5FH076273,Mazda,2008,Goldenrod,63812.43,Texas
2T1KU4EE2DC471751,Mazda,1986,Purple,22025.68,Michigan
JTDKTUD33ED085038,Ford,1987,Indigo,22673.68,California
1YVHZ8BH5A5310945,Mercedes-Benz,1987,Violet,58201.07,California
KM8JT3AF4EU452769,Plymouth,1993,Green,57115.95,Massachusetts
3D7TT2CTXBG817678,Chevrolet,1993,Indigo,33016.44,Maryland
5XXGM4A71FG032548,Volvo,2003,Goldenrod,23296.31,Texas
1G6AB5SX7D0240242,GMC,2010,Violet,27590.01,Missouri
19VDE2E54DE724783,Chrysler,2008,Crimson,29172.96,California
WBAVM5C59EV135791,Ford,1987,Indigo,65642.82,Texas
1G4GA5GR7CF687908,Chrysler,1994,Yellow,44256.52,Florida
5GTMNGEE6A8295360,Audi,1993,Teal,59928.41,Colorado
WA1WMAFP0EA958916,Cadillac,2008,Blue,38917.14,South Carolina
1C4NJPBA2DD800119,Audi,1994,Turquoise,34629.87,Texas
TRUWT28N441845243,Ford,2010,Maroon,70565.06,Minnesota
5LMJJ2JT6FE156893,Lexus,1993,Orange,42328.47,West Virginia
2T1BURHE0EC926400,Mercury,2000,Crimson,47542.55,New York
WAUJF98K89N638085,Nissan,2009,Maroon,24903.29,Texas
WBAPN73539A307814,Geo,1994,Yellow,28972.64,District of Columbia
2C3CK6CT7BH535474,GMC,1993,Red,71516.95,District of Columbia
WBABN53473J338044,GMC,2003,Yellow,26733.66,New York
2G4GW5EV7B9144230,Hyundai,1997,Purple,43254.30,Florida
1GD312CG5EF479613,Ford,1989,Goldenrod,30289.67,Virginia
JTHBE1BL4FA186618,Chevrolet,1994,Goldenrod,60116.02,New York
WAUHE78P38A504396,Toyota,2005,Purple,44094.34,Tennessee
1N6AF0KY1FN014858,MINI,2010,Crimson,40526.53,Texas
2C3CDYBT6DH972666,Honda,2012,Puce,54645.31,Illinois
WAUFFAFM6AA677569,Volkswagen,1994,Purple,25709.68,South Carolina
WAUAH78E86A499619,Dodge,1998,Aquamarine,62010.25,Kentucky
SCFEFBBC5AG040267,Ford,2009,Khaki,20111.13,Maryland
WAUVC68E94A084848,Dodge,1997,Aquamarine,48629.09,Arizona
WBAEU33495P089847,Hyundai,2005,Fuscia,64392.62,Utah
1FAHP3EN2BW604305,Land Rover,2004,Fuscia,59990.70,Maryland
WBA5A5C51FD710143,Toyota,2011,Aquamarine,29523.88,Arkansas
5UXFG2C52E0776239,Buick,2008,Violet,27161.94,Texas
SALVP2BG7FH665553,Mitsubishi,1994,Orange,57170.77,California
1G6DP577570920457,Mitsubishi,1985,Puce,70117.92,Illinois
WBAAV33461E437122,Ford,1992,Fuscia,66776.22,Texas
JTHBL5EF5C5189289,GMC,2009,Khaki,35252.56,Tennessee
JN1EY1AP4EM454836,Oldsmobile,1992,Violet,57133.99,Florida
WAUNF98P97A464514,Ford,2011,Maroon,22893.62,Colorado
WAUVC58E25A054778,Land Rover,1997,Yellow,20638.43,California
WBAFR7C57DD822824,Audi,1993,Yellow,24553.67,Ohio
WA1AY94L47D981324,Jeep,1993,Blue,29420.62,New Jersey
WBSKG9C55CE701956,Hummer,2009,Red,55587.75,Washington
1G6DD67V690306811,Chevrolet,2000,Maroon,55636.63,California
WAUHGAFC9CN203480,BMW,1996,Turquoise,22998.24,California
KNADM5A38F6937757,Eagle,1997,Puce,22469.34,Nevada
WVWAA7AJ2CW141803,Lincoln,2004,Teal,72375.93,Louisiana
1FTEW1CW3AK731986,Pontiac,1988,Purple,68964.67,New York
1GKS1CKJ9FR754763,Honda,1998,Mauv,21172.80,Indiana
1N4AB7AP3EN351200,Ford,1990,Yellow,51366.20,Arkansas
KMHDB8AE6BU858844,Toyota,2006,Pink,69946.14,Indiana
WA1VMBFE5CD689825,Saturn,1992,Yellow,31711.72,Iowa
5N1CR2MN2EC177252,Jeep,2001,Yellow,60192.20,Florida
WAUMR44E56N511152,Dodge,1997,Violet,57579.47,Alaska
1G4PS5SK2D4959138,BMW,2011,Teal,37976.31,California
JN1EY1AP6EM646825,Mercedes-Benz,2012,Orange,45529.33,Utah
1G6DC1E37C0071267,Aston Martin,2012,Maroon,76624.75,Massachusetts
2GKALMEK8C6937613,Pontiac,1974,Violet,56684.02,Tennessee
WVGAV7AXXFW076952,Audi,2001,Red,66038.00,Mississippi
1FAHP2D86EG531671,Infiniti,2003,Orange,46554.96,New York
2G4GX5GV3B9429842,Volkswagen,1993,Turquoise,40472.12,District of Columbia
YV1672MC8AJ861907,Cadillac,1992,Puce,59756.29,Michigan
JTHKD5BH5E2664995,Kia,2012,Orange,69548.02,Georgia
1FMHK7B87BG662606,Mazda,1996,Crimson,70872.13,Ohio
1FMJU1F52AE491041,Volkswagen,2005,Purple,51672.97,South Carolina
5YMGY0C53DL302067,Chevrolet,2001,Indigo,46787.39,Ohio
1D4PU6GX5BW236204,Cadillac,2011,Mauv,68781.90,Texas
3TMJU4GN9AM900329,Infiniti,2004,Pink,40402.41,Ohio
1FTEX1CM8DK762263,Jeep,1994,Violet,53199.37,Washington
YV4852CZ3A1518428,Ford,2004,Fuscia,77109.80,California
1GKS1CKJ5FR284246,Mazda,2001,Indigo,22884.62,Texas
WAUKF78E48A907241,Dodge,2007,Red,50772.43,Georgia
4A31K5DF8BE745589,Audi,1992,Pink,67529.72,Virginia
5GAKRCEDXBJ867979,Dodge,2000,Purple,53914.31,District of Columbia
3D73Y3CL8BG754264,Volkswagen,2009,Mauv,79503.46,Tennessee
WBAPL3C56AA819604,Buick,1991,Pink,41956.95,Kansas
WAUWFAFH8EN695072,Honda,1995,Yellow,67866.49,Kentucky
5LMJJ2H54AE893042,Plymouth,1997,Red,42218.82,Alabama
YV1902FH1D1754230,Mitsubishi,1995,Violet,37727.77,California
1NXBU4EE8AZ097057,Chrysler,1993,Green,37963.14,California
JA32X2HU7BU930060,GMC,1995,Indigo,73586.08,Oregon
1GD312CG7CF689787,Ford,1970,Green,78347.02,Texas
2FMHK6CC4AB031573,Dodge,1993,Indigo,57287.02,Wisconsin
1C6RD6FK9CS875732,Lexus,2010,Aquamarine,33798.43,Florida
1G6KF54913U027883,Jeep,2006,Red,45530.86,Virginia
4T1BB3EKXBU019225,Mazda,1986,Maroon,73892.40,Nevada
WAUDH94F76N617384,Buick,2007,Goldenrod,45761.94,Oregon
JTEBU5JR1D5641072,Ford,2008,Teal,75435.51,Pennsylvania
5NPDH4AE8FH429846,Isuzu,1997,Purple,52932.39,New York
4T1BK1EB6FU051471,Ford,2002,Maroon,43311.39,Arkansas
1N6AA0CJ3EN177347,GMC,2011,Mauv,71042.70,Connecticut
SCFBB04B47G113483,GMC,2001,Puce,51592.41,Minnesota
2T3BFREV3DW485557,Pontiac,2007,Purple,57531.09,Tennessee
JN1BJ0HP0FM864400,Nissan,2006,Yellow,77432.94,Missouri
3GYFNFEY8AS289887,Chevrolet,1992,Green,62660.99,District of Columbia
WA1CFAFP4EA561285,Chevrolet,1997,Crimson,71306.35,Texas
WA1WYAFE4AD732390,Toyota,1999,Violet,63853.82,Missouri
JTEBU5JRXF5813506,Rolls-Royce,2006,Purple,61578.93,Florida
2T1BURHE4FC015987,Lincoln,1993,Orange,50479.48,Hawaii
WAUDH78E57A652066,Chrysler,2008,Aquamarine,75122.76,Ohio
WAU3GAFR7EA032480,Subaru,1992,Teal,53625.17,California
1C6RD6NT3CS347095,Merkur,1985,Teal,68211.25,Texas
JTDKDTB34E1744546,Plymouth,1999,Goldenrod,57476.55,Connecticut
KL4CJDSB1FB011046,Toyota,2003,Red,59390.97,Virginia
WBSKG9C54CE115975,Toyota,2012,Violet,55518.72,Virginia
JH4CU4F62DC531109,Chevrolet,2001,Orange,62487.79,Kansas
2G61N5S33E9945082,Plymouth,1993,Fuscia,61221.36,New York
3D73M3CL2BG698270,Mazda,2003,Aquamarine,49899.84,West Virginia
WAUJC58E12A099401,Saab,1996,Maroon,47523.66,Florida
WAUML64B42N190573,Mercedes-Benz,2008,Crimson,27731.07,New York
KNDMG4C73C6911700,GMC,2007,Purple,50912.71,Michigan
WBA5M6C50ED590833,Lincoln,1997,Crimson,62064.12,Indiana
5UXFA93545L097548,BMW,2001,Teal,34237.51,Ohio
1G6DS5EV7A0307621,Chevrolet,2003,Blue,46641.46,Massachusetts
JH4CL96907C865685,Mazda,1987,Green,72647.05,California
1G6DK1ED5B0334253,Dodge,1995,Turquoise,57897.05,North Dakota
3D7TP2CT9BG597163,Lexus,2012,Turquoise,70018.33,Tennessee
WVWBB7AJ4DW871148,Dodge,1996,Goldenrod,72218.90,California
WAULD54B33N783152,Ford,1992,Indigo,73643.61,Alabama
WAUVC68E73A840563,Mercedes-Benz,2001,Purple,75737.88,Michigan
WAURFAFR7CA657116,Chevrolet,2001,Crimson,63112.36,Colorado
1G6AD5S3XE0159633,Mitsubishi,2007,Aquamarine,72842.41,Arizona
SAJWA0FB3CL504451,Pontiac,1989,Purple,38457.66,Michigan
WAUSGAFB3AN988959,Jeep,2004,Indigo,65471.05,Alabama
JH4KC1F38EC195101,Chevrolet,1993,Violet,49668.88,Alabama
WAUJT54B04N567819,Isuzu,2007,Green,31870.80,California
SCBBB7ZH6BC684609,Buick,1962,Purple,25883.12,New York
1LNHL9DR6BG756848,Mercedes-Benz,2011,Yellow,35456.89,Florida
SCBLE37G93C857779,Toyota,1998,Puce,69877.61,Alabama
WDDGF4HB7CF625559,Saab,1990,Green,36980.92,Texas
VNKJTUD37FA641406,Acura,2001,Teal,25908.70,Virginia
JTJBARBZ9F2620376,Toyota,2001,Orange,76194.93,Georgia
1GTN1TEH7FZ850702,Chevrolet,1994,Aquamarine,73419.27,Arkansas
1FTFW1E87AK684125,Honda,2011,Red,25321.45,Idaho
JHMFA3F25AS553040,Hummer,2001,Puce,67775.03,Missouri
WBSKG9C5XBE885922,Dodge,1970,Blue,55048.48,California
1B3CB8HB3AD902553,Volkswagen,1996,Blue,25988.51,Texas
1G6DU6EV1A0335320,Volvo,2001,Mauv,52272.08,Nevada
WAUAFAFL4AA012283,Mitsubishi,2009,Indigo,49481.23,Texas
1G4GB5EG2AF767418,Nissan,1993,Violet,70727.91,Utah
WBAKG7C50DJ500421,Kia,2010,Purple,29237.79,Texas
1GD12YEG7FF032674,Lincoln,2001,Blue,59221.58,Pennsylvania
3C63D2CL9CG595814,Nissan,1997,Mauv,47067.06,Minnesota
WAUCD54B24N250839,Ford,1997,Fuscia,35927.01,Florida
WBAWB3C53AP471885,Ford,1994,Red,54197.46,Illinois
WDDUG7JB9FA289071,Dodge,1984,Indigo,44247.24,New York
WBADS43483G375144,Plymouth,1992,Turquoise,64735.78,Missouri
JH4KB2F50BC580710,Mitsubishi,1997,Goldenrod,59924.59,Texas
WA1CV74L49D367883,Mazda,1996,Aquamarine,57948.95,Michigan
WAUFFAFL3EA350253,BMW,2006,Crimson,24446.38,Arizona
3C63D3ML5CG960977,Hyundai,2013,Khaki,25634.14,Texas
WP0AB2A9XFS044608,Chevrolet,2008,Indigo,56888.85,Texas
WBANA73585C674242,Oldsmobile,1992,Aquamarine,44974.34,Pennsylvania
SCBLF44J19C658074,Volvo,2013,Goldenrod,61223.31,Indiana
3C63DPAL3CG072921,Acura,1992,Purple,38051.34,California
1G6KF54925U775769,Mitsubishi,2003,Goldenrod,38549.38,Connecticut
JM3TB2BA7C0088906,Nissan,2012,Red,24731.89,Colorado
4JGBF2FE9CA516907,Toyota,1993,Fuscia,43501.45,New York
1G6DV5EP1D0306736,Mercedes-Benz,2005,Puce,22387.56,California
WAUSGAFB7AN641697,Subaru,1992,Green,74804.32,Texas
WAUHF98P48A543474,Mitsubishi,1992,Violet,32854.80,Texas
YV4940BL6D1488595,Mercedes-Benz,2002,Khaki,53937.84,Virginia
WBALW7C51ED952787,Chevrolet,1996,Pink,58903.69,Oregon
3VW467AT8DM232279,Mazda,2007,Maroon,35418.13,Tennessee
1G6AB5S36D0042054,Dodge,1998,Turquoise,71723.64,Texas
1C3CDFEB2FD693917,Buick,2004,Red,22123.89,Florida
1C4RDJEG2CC921582,GMC,1998,Khaki,28504.48,Connecticut
1N4AL3APXEC312105,Mercedes-Benz,2010,Green,74817.37,Florida
WAURFAFR2EA330481,GMC,1996,Teal,20229.45,Kansas
1C6RD7LP2CS894967,Chevrolet,2003,Crimson,78990.86,Texas
3FAHP0CG5BR334394,Honda,2010,Khaki,70039.36,Texas
WAULT54B43N912390,Studebaker,1961,Violet,41255.05,Texas
