id,gender,school,state
29406,Male,Corporate university,Missouri
29407,Male,Junior college,Nebraska
29408,Male,University college,New Jersey
29409,Female,Corporate university,Maryland
29410,Female,Junior college,California
29411,Female,Gymnasium,Illinois
29412,Male,Public university,Iowa
29413,Female,Graduate school,South Carolina
29414,Male,University college,New Mexico
29415,Male,Technical college,Wyoming
29416,Male,High school,Connecticut
29417,Male,Corporate university,Rhode Island
29418,Male,University-preparatory school,New Hampshire
29419,Female,University college,Kansas
29420,Female,Public university,New Mexico
29421,Male,University-preparatory school,Nebraska
29422,Female,Gymnasium,Oregon
29423,Female,Junior college,Nebraska
29424,Female,Graduate school,North Carolina
29425,Female,University-preparatory school,Colorado
29426,Female,Corporate university,Tennessee
29427,Female,Public university,Washington
29428,Female,Graduate school,Utah
29429,Male,High school,Minnesota
29430,Female,Public university,Michigan
29431,Female,High school,New York
29432,Female,Public university,Connecticut
29433,Female,High school,Indiana
29434,Female,Technical college,New Mexico
29435,Male,Corporate university,Iowa
29436,Male,University college,New Jersey
29437,Female,Middle school,Tennessee
29438,Male,Gymnasium,Washington
29439,Male,Corporate university,North Carolina
29440,Female,University college,Minnesota
29441,Female,Technical college,Alaska
29442,Female,University college,New Mexico
29443,Female,Graduate school,Arkansas
29444,Male,Corporate university,Montana
29445,Male,Graduate school,Idaho
29446,Male,Public university,Delaware
29447,Male,Technical college,West Virginia
29448,Female,Corporate university,Texas
29449,Male,High school,Minnesota
29450,Male,Public university,Georgia
29451,Female,Graduate school,Hawaii
29452,Male,Graduate school,Nebraska
29453,Female,University college,Iowa
29454,Female,Public university,Missouri
29455,Male,Graduate school,Indiana
29456,Male,University college,Alabama
29457,Male,Graduate school,Vermont
29458,Male,Technical college,Wisconsin
29459,Female,Junior college,Minnesota
29460,Female,Gymnasium,Kentucky
29461,Male,Gymnasium,Nebraska
29462,Female,High school,Nevada
29463,Male,Corporate university,Oklahoma
29464,Female,Corporate university,Arizona
29465,Male,Technical college,Hawaii
29466,Male,Junior college,Massachussets
29467,Female,Public university,Colorado
29468,Male,Middle school,Maryland
29469,Female,University-preparatory school,Illinois
29470,Female,Middle school,Pennsylvania
29471,Female,Technical college,New Mexico
29472,Female,University college,Tennessee
29473,Male,Technical college,Nevada
29474,Male,University-preparatory school,Mississippi
29475,Female,Corporate university,Pennsylvania
29476,Female,High school,Michigan
29477,Male,University-preparatory school,New Jersey
29478,Male,Middle school,Washington
29479,Male,Graduate school,Florida
29480,Female,Graduate school,Pennsylvania
29481,Male,Middle school,Kentucky
29482,Male,Graduate school,Texas
29483,Female,Technical college,Georgia
29484,Female,Technical college,New Jersey
29485,Male,Gymnasium,Texas
29486,Male,Technical college,New Jersey
29487,Female,Technical college,Vermont
29488,Female,University-preparatory school,New Hampshire
29489,Male,Junior college,North Carolina
29490,Female,Junior college,California
29491,Female,Middle school,Maryland
29492,Male,University college,Alaska
29493,Female,University-preparatory school,Montana
29494,Female,Corporate university,Florida
29495,Male,Middle school,Ohio
29496,Female,Junior college,Georgia
29497,Female,Graduate school,Idaho
29498,Female,University-preparatory school,Alaska
29499,Male,University college,Arizona
29500,Male,Public university,Missouri
29501,Male,Gymnasium,Utah
29502,Male,Technical college,Virginia
29503,Female,Corporate university,Minnesota
29504,Female,Corporate university,Maryland
29505,Female,University-preparatory school,New York
29506,Female,Graduate school,Alaska
29507,Male,Gymnasium,Tennessee
29508,Female,University-preparatory school,Florida
29509,Male,Public university,Ohio
29510,Male,Public university,Idaho
29511,Male,High school,New York
29512,Female,Gymnasium,Arizona
29513,Female,Corporate university,Vermont
29514,Male,High school,Virginia
29515,Female,Junior college,Ohio
29516,Female,High school,Virginia
29517,Female,Public university,South Dakota
29518,Male,High school,Michigan
29519,Male,High school,Maine
29520,Female,Corporate university,South Dakota
29521,Female,Corporate university,Oregon
29522,Female,High school,Massachussets
29523,Female,High school,Virginia
29524,Male,High school,Delaware
29525,Male,University-preparatory school,Florida
29526,Female,Technical college,Vermont
29527,Female,University college,North Carolina
29528,Female,Graduate school,Ohio
29529,Female,Middle school,Michigan
29530,Male,Technical college,Texas
29531,Male,Gymnasium,Nevada
29532,Female,High school,Oklahoma
29533,Female,Gymnasium,Iowa
29534,Female,Middle school,North Dakota
29535,Female,Graduate school,Indiana
29536,Male,Technical college,North Carolina
29537,Male,Middle school,Connecticut
29538,Male,Corporate university,Hawaii
29539,Female,Technical college,Rhode Island
29540,Male,University college,Kentucky
29541,Female,Public university,Arkansas
29542,Female,Corporate university,Massachussets
29543,Female,Middle school,Nevada
29544,Female,Middle school,Arizona
29545,Male,Corporate university,Oregon
29546,Male,Public university,Florida
29547,Female,High school,New Hampshire
29548,Female,University-preparatory school,Maryland
29549,Female,Graduate school,Alaska
29550,Male,Middle school,West Virginia
29551,Male,Corporate university,Rhode Island
29552,Male,High school,Rhode Island
29553,Female,Middle school,Washington
29554,Male,University college,Alabama
29555,Male,Graduate school,South Dakota
29556,Male,Technical college,Alabama
29557,Male,Technical college,South Dakota
29558,Female,Public university,New Hampshire
29559,Male,Middle school,West Virginia
29560,Female,High school,Nevada
29561,Male,Middle school,Connecticut
29562,Female,Middle school,Oklahoma
29563,Female,Technical college,Idaho
29564,Female,Public university,Arkansas
29565,Male,University-preparatory school,Arkansas
29566,Male,Gymnasium,Wisconsin
29567,Female,Public university,Mississippi
29568,Male,Middle school,South Dakota
29569,Male,University-preparatory school,Montana
29570,Male,High school,Vermont
29571,Female,Middle school,Vermont
29572,Male,Junior college,Delaware
29573,Female,Middle school,Tennessee
29574,Male,Public university,Tennessee
29575,Female,Gymnasium,Hawaii
29576,Male,High school,West Virginia
29577,Female,Public university,New Mexico
29578,Male,Graduate school,Pennsylvania
29579,Male,Gymnasium,Utah
29580,Female,Junior college,New Mexico
29581,Male,University college,Mississippi
29582,Male,University college,Iowa
29583,Female,Technical college,Rhode Island
29584,Male,University college,Illinois
29585,Female,Graduate school,Rhode Island
29586,Male,Gymnasium,Colorado
29587,Female,University college,Colorado
29588,Female,University-preparatory school,Delaware
29589,Female,Junior college,Rhode Island
29590,Male,Gymnasium,Missouri
29591,Female,Corporate university,Michigan
29592,Male,University college,California
29593,Female,Corporate university,Kentucky
29594,Female,University-preparatory school,Louisiana
29595,Male,Middle school,Tennessee
29596,Female,Corporate university,Colorado
29597,Male,High school,Illinois
29598,Male,University-preparatory school,Kentucky
29599,Male,Middle school,New York
29600,Female,Gymnasium,Massachussets
29601,Female,High school,Rhode Island
29602,Female,Corporate university,Michigan
29603,Male,Corporate university,Oregon
29604,Male,Junior college,Minnesota
29605,Male,Corporate university,Oregon
29606,Male,High school,Tennessee
29607,Male,Technical college,Mississippi
29608,Male,Corporate university,Pennsylvania
29609,Female,Corporate university,Alaska
29610,Female,High school,Nebraska
29611,Female,Technical college,Oregon
29612,Female,University-preparatory school,New York
29613,Male,University college,Massachussets
29614,Male,Junior college,Ohio
29615,Female,University-preparatory school,Montana
29616,Male,High school,Massachussets
29617,Female,Middle school,New Hampshire
29618,Female,Graduate school,Minnesota
29619,Male,Technical college,New Mexico
29620,Female,Middle school,Vermont
29621,Male,Middle school,Nebraska
29622,Male,Middle school,California
29623,Female,University-preparatory school,Rhode Island
29624,Female,Middle school,Texas
29625,Male,Corporate university,North Carolina
29626,Male,Middle school,Alabama
29627,Male,University-preparatory school,New York
29628,Female,Corporate university,Alaska
29629,Female,University-preparatory school,North Carolina
29630,Male,Corporate university,Maine
29631,Female,Gymnasium,New Hampshire
29632,Male,Public university,Indiana
29633,Female,Technical college,Maryland
29634,Female,Junior college,Oregon
29635,Male,University-preparatory school,South Dakota
29636,Male,Junior college,Alabama
29637,Female,Technical college,New Mexico
29638,Female,Gymnasium,Vermont
29639,Male,Public university,Texas
29640,Female,Corporate university,South Carolina
29641,Male,Gymnasium,Delaware
29642,Female,Technical college,Alabama
29643,Male,Technical college,Ohio
29644,Female,Public university,Maine
29645,Male,Corporate university,Missouri
29646,Female,Technical college,Florida
29647,Female,High school,New Hampshire
29648,Male,Middle school,Florida
29649,Male,High school,Michigan
29650,Male,Junior college,Virginia
29651,Female,Corporate university,New Hampshire
29652,Female,Graduate school,Arkansas
29653,Male,Gymnasium,Alabama
29654,Male,Middle school,New Jersey
29655,Male,University college,Georgia
29656,Female,University college,Georgia
29657,Male,Junior college,Maine
29658,Female,Public university,Louisiana
29659,Female,Junior college,Tennessee
29660,Male,Public university,New Mexico
29661,Male,University-preparatory school,Texas
29662,Female,Junior college,Washington
29663,Female,Gymnasium,Tennessee
29664,Male,Technical college,Maryland
29665,Female,Middle school,Washington
29666,Male,Public university,Hawaii
29667,Male,University college,Kansas
29668,Male,University college,Wisconsin
29669,Male,Public university,Alabama
29670,Female,Junior college,Virginia
29671,Female,Graduate school,Ohio
29672,Male,Junior college,Montana
29673,Female,University-preparatory school,Alabama
29674,Male,Graduate school,Utah
29675,Male,Middle school,Florida
29676,Female,University college,New Mexico
29677,Female,Technical college,Michigan
29678,Male,Technical college,Florida
29679,Female,Corporate university,Montana
29680,Female,University college,Vermont
29681,Male,High school,Iowa
29682,Male,Middle school,Texas
29683,Male,High school,Rhode Island
29684,Male,University college,Arizona
29685,Female,University-preparatory school,North Carolina
29686,Male,Public university,Indiana
29687,Male,Public university,Virginia
29688,Male,Technical college,Nevada
29689,Male,High school,Florida
29690,Female,Graduate school,North Carolina
29691,Male,High school,New Jersey
29692,Male,Corporate university,Kansas
29693,Female,Middle school,Oklahoma
29694,Female,Graduate school,Rhode Island
29695,Male,Junior college,Texas
29696,Female,Junior college,Oregon
29697,Male,Junior college,Wisconsin
29698,Female,Gymnasium,Nebraska
29699,Male,Middle school,New Mexico
29700,Female,Technical college,Illinois
29701,Male,Public university,Oklahoma
29702,Male,Technical college,South Dakota
29703,Female,Junior college,Kentucky
29704,Male,High school,West Virginia
29705,Male,University-preparatory school,Iowa
29706,Male,Junior college,Massachussets
29707,Female,University college,Tennessee
29708,Female,University-preparatory school,Montana
29709,Female,University college,Virginia
29710,Male,University-preparatory school,Tennessee
29711,Female,Graduate school,Montana
29712,Male,Public university,New York
29713,Male,Gymnasium,Pennsylvania
29714,Female,Middle school,California
29715,Male,Junior college,Florida
29716,Male,Junior college,Massachussets
29717,Male,Public university,Arizona
29718,Female,Middle school,West Virginia
29719,Female,Gymnasium,Nebraska
29720,Female,Corporate university,Wisconsin
29721,Male,University college,Arizona
29722,Female,University-preparatory school,Idaho
